MES,FECHA,CARRERA,LOCALIDAD,DISTANCIA,TERRENO,HOMOLOGADA,CONFIRMADA,GUÍA EN BLOG,WEB OFICIAL,URL GUÍA
Abril,26/04,Cursa Dona Castelló D'Empúries,Castelló d'Empúries,5k,Mixta,No,Sí,No,https://www.curses.cat/donacastello2026/,
Abril,26/04,Cursa Badia Del Vallès,Badia del Vallès,"10k y 3,5k",Asfalto,No,Sí,No,https://www.instagram.com/lacursadebadia/,
Abril,26/04,Cursa Sant Jordi,Sant Esteve Sesrovires,"5,2k y 2,8k",Asfalto,No,Sí,No,https://www.sesrovires.cat/actualitat/agenda-completa/sant-jordi-2026-38a-cursa-de-sant-jordi.html,
Mayo,01/05,Cursa Montgat,Montgat,10k y 5k,Asfalto,Sí,Sí,Sí,https://www.lasansieventos.com/es/cursa-montgat,
Mayo,01/05,Cursa De Les Tortugues,La Garriga,14k y 7k,Mixta,No,Sí,Sí,https://www.lestortugues.cat/cursa-1-de-maig/,
Mayo,01/05,Cros 1 De Maig,Artès,10k y 5k,Mixta,No,Sí,No,https://amicsdelacursa.cat/,
Mayo,01/05,Run Castell,Figueres,"10k y 4,5k",Mixta,No,Sí,No,https://www.instagram.com/runcastell/,
Mayo,01/05,Cursa Sant Josep,Montblanc,10k,Mixta,No,Sí,No,https://atleticmontblanc.cat/,
Mayo,01/05,Cursa Altafulla,Altafulla,5k,Asfalto,No,Sí,No,https://www.athleticevents.net/cursa/17a-cursa-cursa-1r-maig-altafulla-2026-518,
Mayo,01/05,Milla Urbana Santa Eulàlia,L'Hospitalet de Llobregat,"1,6k",Asfalto,Sí,Sí,No,https://millaurbanasantaeulalia.cat/,
Mayo,01/05,Cursa De La Moixina,Olot,10k,Mixta,No,Sí,No,https://cursadelamoixina.farandularacingteam.cat/,
Marzo,01/05,Milla Del Berguedà,Berga,"1,6k",Asfalto,Sí,Sí,No,https://lamilladelbergueda.org/lacursa,
Marzo,01/05,Cursa de la Moixina,Olot,10k,Mixta,No,Sí,No,https://cursadelamoixina.farandularacingteam.cat/,
Mayo,03/05,Cursa Solidària Cardedeu,Cardedeu,10k y 17k trail,Mixta,No,Sí,No,https://corrigaires.cat/cursa-solidaria-de-cardedeu/,
Mayo,03/05,Cursa Dones Reus,Reus,5k,Mixta,No,Sí,No,https://www.cursadonesreus.cat/,
Marzo,09/05,Milla Vila de Castellar,Castellar del Vallès,"1,6k",Asfalto,Sí,Sí,No,https://clubatleticcastellar.cat/milla-urbana/,
Marzo,09/05,Milla Modernista,Terrassa,"1,6k",Asfalto,No,Sí,No,https://www.ce-terrassa.cat/millamodernista,
Mayo,09/05,5.000 I 10.000 L'Aldea,L'Aldea,10k y 5k,Asfalto,No,Sí,No,https://www.runningseries.net/calendari/,
Mayo,10/05,Cursa Delta Prat,El Prat de Llob.,10k y 5k,Asfalto,Sí,Sí,Sí,https://www.cursadeltaprat.org/,
Mayo,10/05,Corre Por Una Causa,Cornellà de Llob.,10k y 5k,Asfalto,No,Sí,No,https://correporunacausa.org/ca/home-ca/,
Mayo,10/05,Mitja Tàrrega,Tàrrega,21k y 10k,Mixta,No,Sí,Sí,https://fondistestarrega.com/ca/pc/2-mitja-marato-i-10-km-ciutat-de-tarrega,
Mayo,10/05,Entrepobles Alt Empordà,Per decidir,10k,Mixta,No,Sí,No,https://www.entrepobles.run/cursa-alt-emporda/,
Mayo,10/05,Cursa El Corte Inglés,Barcelona,10k y 5k,Asfalto,Sí,Sí,Sí,https://cursaelcorteingles.cat/,
Mayo,10/05,Cursa Dona Rubí,Rubí,"3,6k",Mixta,No,Sí,No,https://www.instagram.com/oncolligarubi/,
Mayo,10/05,Carrera Km contra el cáncer Gavà,Gavà,5k ,Asfalto,No,Sí,No,https://barcelonaenmarxa.org/es/#calendari,
Mayo,10/05,Cursa Green Urban,Badalona,5k,Mixta,No,Sí,No,https://www.instagram.com/green_urban_games_/,
Mayo,10/05,Cursa De Font En Font,Gurb,10k,Mixta,No,Sí,No,https://www.instagram.com/cursadefontenfont/,
Mayo,10/05,Cursa Del Corriol,Solsona,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/cursadelcorriol/,
Mayo,10/05,Batalla Dels Herois,El Bruc,21k y 10k,Mixta,No,Sí,No,https://www.instagram.com/p/DUjEfHTDQUD/,
Mayo,10/05,Cursa de la Fira dels somnis,Balaguer,5k y 3k,Mixta,No,Sí,No,https://www.instagram.com/p/DXrtZn6DErq/?igsh=YWVvaDBmZXY2bGxt,
Mayo,10/05,Cursa Popular d'Ódena,Òdena,"1,5k",Mixta,No,Sí,No,https://www.ceanoia.cat/noticia/30a-cursa-popular-ddena/3188,
Mayo,16/05,Cursa Nocturna L'Hospitalet,L'Hospitalet de Llob.,10k y 5k,Asfalto,Sí,Sí,Sí,https://cursanocturnalh.cat/,
Mayo,16/05,Cursa De La Cervesa,Sant Miquel de Balenyà,10k,Mixta,No,Sí,No,https://cervesamontseny.cat/cursa-de-la-cervesa/,
Mayo,16/05,Volta dels Carros,Mora d'Ebre,10k y 5k,Asfalto,No,Sí,No,https://picossatrail.cat/volta-dels-carros/,
Mayo,16/05,Vertical Montserrat,Montserrat,1k,Escaleras,No,Sí,No,https://verticalmontserrat.org/inscripcions/?lang=es,
Mayo,16/05,Cursa de la Primavera,Sabadell,"0,75k",Asfalto,No,Sí,No,https://agora.xtec.cat/ceiplaromanica/general/28a-cursa-de-la-primavera/,
Mayo,17/05,Cursa Nou Barris,Barcelona,10k y 5k,Asfalto,Sí,Sí,Sí,http://www.cursanoubarris.cat/,
Mayo,17/05,Checkpoint Race,Barcelona,10-30k orientació,Asfalto,No,Sí,No,https://www.checkpointbcn.com/,
Mayo,17/05,Cursa Ipsi Solidària,Barcelona,2k,Asfalto,No,Sí,No,https://ampaipsi.cat/cursa/,
Mayo,17/05,5K I 10K Vilanova,Vilanova i la Geltrú,10k y 5k,Asfalto,Sí,Sí,Sí,https://cursa10kmvng.com/,
Mayo,17/05,Cursa Sant Quirze,Sant Quirze del Vallès,10k y 5k,Mixta,No,Sí,Sí,https://activitats.corredors.cat/cursasantquirze/cursa/,
Mayo,17/05,Cursa de Primavera,Sant Andreu de la Barca,5k,Asfalto,No,Sí,No,https://esports.sabarca.cat/noticies/182,
Mayo,17/05,Run Festival Tossa,Tossa de Mar,"21k, 10k y 5k",Asfalto,No,Sí,Sí,https://runfestivaltossa.com/,
Mayo,17/05,Cursa Claver,Raimat,10k y 5k,Terra,No,Sí,No,https://sites.google.com/fje.edu/events/cursa-claver-natura-2026,
Mayo,17/05,Cursa Embarrocat,Aitona,"10k y 5,5k",Mixta,No,Sí,No,https://embarrocat.wixsite.com/aitona,
Mayo,17/05,Cursa Des-Connecta Per L'Autisme,Castelldefels,5k y 1k,Asfalto,No,Sí,No,https://asociacionistea.com/,
Mayo,17/05,Cursa Vallparadís,Terrassa,"4,7k",Asfalto,No,Sí,No,https://ceterrassa.cat/barris/,
Mayo,23/05,Cursa Antiracista Terrassa,Terrassa,6k,Asfalto,No,Sí,No,https://cursaantiracista.com/,
Mayo,23/05,Igualada Urban Running,Igualada,5k,Asfalto,No,Sí,No,https://igualadaurbanrunning.cat/,
Mayo,23/05,10.000 I 5.000 El Perelló,El Perelló,10k y 5k,Asfalto,Sí,Sí,No,https://www.runningseries.net/calendari/,
Mayo,23/05,Milla Urbana Cambrils,Cambrils,Milla,Asfalto,No,Sí,No,https://www.rockthesport.com/ca/esdeveniment/vi-milla-urbana-solidaria-cambrils-2026,
Mayo,24/05,Cursa De La Bassella,Miralcamp,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/cursadelabassella/,
Mayo,24/05,Cursa Dir Guàrdia Urbana,Barcelona,10k y 5k,Asfalto,Sí,Sí,Sí,https://www.dir.cat/ca/cursa-diagonal,
Mayo,24/05,Milla Urbana Montcada I Reixac,Montcada i Reixac,Milla,Asfalto,Sí,Sí,No,https://www.jam.cat/lamilla.html,
Mayo,24/05,Fun Run Port Aventura,Vila-seca,10k y 5k,Asfalto,No,Sí,No,https://fundacionportaventura.org/eventos/funrun/,
Mayo,24/05,Cursa Solidària Esplugues,Esplugues de Llob.,10k y 5k,Asfalto,No,Sí,Sí,https://cursasolidaria.esplugues.cat/,
Mayo,24/05,Cursa Del Dimoni,Caldes de Montbui,10k y 5k,Mixta,No,Sí,No,https://clubatleticcalderi.com/curses1/index,
Mayo,24/05,Cursa Ens Movem Per L'Ela,Sant Jaume d'Enveja,6k,Mixta,No,Sí,No,https://webtretzesports.wixsite.com/ensmovemperlela,
Mayo,24/05,Cursa de la Dona Premià de Mar,Premià de Mar,5k,Asfalto,No,Sí,No,https://www.9hsports.cat/ca/informacio_cursa/1209,
Mayo,24/05,Cursa de la Dona Priorat,Ulldemolins,10k y 5k,Mixta,No,Sí,No,https://sites.google.com/view/aemontsant-cursadonapriorat/3a-cursa-de-la-dona-del-priorat?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnOkqE4PKta5Fk4ChJCXpttX5DvYaIYUZu9LjRUpO34FlOkj9v5nJfkk4HOR4_aem_eiJVcAT6DvoRvZBXUyziIA,
Mayo,24/05,Cursa Sant Pere,Terrassa,"6,1k",Asfalto,No,Sí,No,https://ceterrassa.cat/barris/,
Mayo,24/05,Cursa Antiracista Sallent,Sallent,5k,Asfalto,No,Sí,No,https://cursaantiracista.com/,
Mayo,24/05,Cursa Maristes Girona,Girona,10k y 5k,Asfalto,No,Sí,No,https://app.girona.cat/agenda/i/1779108875age52365/cursa-popular-maristes-girona,
Mayo,24/05,Cursa del Puig i La Valenciana,Gelida,4k,Asfalto,No,Sí,No,https://www.gelida.cat/actualitat/agenda/xvi-cursa-del-puig-i-la-valenciana-.html,
Mayo,24/05,Cursa Cunit - Calafell,Cunit,10k y 5k,Asfalto,No,Sí,No,https://www.cunit.cat/cunit-acollira-la-iv-cursa-cunit-calafell-el-proper-24-de-maig-amb-una-amplia-oferta-de-categories/,
Mayo,31/05,Ens movemn per l'ELA,Sant Jaume d'Enveja,5k,Asfalto,No,Sí,No,https://web.rockthesport.com/es/event/ens-movem-per-lela-2026,
Mayo,31/05,Cursa del Dimoni,Badalona,10k y 5k,Asfalto,No,Sí,Sí,https://www.badalona.cat/ca/actualitat/noticies/la-46a-cursa-popular-ciutat-de-badalona-cursa-del-dimoni-se-celebra-el-dissabte-30-de-maig-en-horari-de-tarda,
Mayo,31/05,Cursa Vall D'Hebron,Barcelona,5k,Asfalto,No,Sí,Sí,https://www.vallhebron.com/cursa,
Mayo,31/05,Corro Contra El Càncer,Sabadell,5k,Asfalto,No,Sí,No,https://corrocontraelcancer.cat/,
Mayo,31/05,Pujada Al Coll De Pal,Bagà,19k,Asfalto,No,Sí,No,https://www.atletismebaga.cat/category/curses/pujada-coll-de-pal/,
Mayo,31/05,Carrera Km contra el cáncer Barcelona,Barcelona,5k y 2k,Asfalto,No,Sí,Sí,https://barcelonaenmarxa.org/es/#calendari,
Mayo,31/05,Cursa Pla de Bonaire,Terrassa,"5,7k",Asfalto,No,Sí,No,https://ceterrassa.cat/barris/,
Mayo,31/05,Cursa Antiracista Girona/Salt,Salt,5k,Asfalto,No,Sí,No,https://cursaantiracista.com/,
Mayo,31/05,Cursa de la Dona al Port de la Selva,El Port de la Selva,4k,Asfalto,No,Sí,No,https://www.instagram.com/p/DXtZvJuDJAd/?igsh=MWRiaXg4N2JheXU0Mg%3D%3D,
Mayo,31/05,Mitja Rural de Reus,Reus,21k y 10k,Mixta,No,Sí,No,https://inscripcions.reus.cat/4aediciodelamitjamaratoruraldereus,
Mayo,31/05,"Cursa solidària: cada pas, un nom de dona",Botarell,10k y 5k,Mixta,No,Sí,No,https://rgproject.org/ca/carrera-solidaria/,
Junio,07/06,Abrera Corre D9,Abrera,10k y 5k,Mixta,No,Sí,Sí,https://cursaabrera.wordpress.com/,
Junio,07/06,Cursa Antiracista Vic,Vic,Por confirmar,Asfalto,No,Sí,No,https://cursaantiracista.com/,
Junio,07/06,Cursa Ela Sant Adrià,Sant Adrià de Besòs,5k,Asfalto,No,Sí,Sí,https://www.lasansi.com/ca/sant-adria-de-besos,
Junio,07/06,Els 10 Blaus,Barcelona,10k y 5k,Mixta,No,Sí,Sí,https://cvg.cat/cursa,
Junio,07/06,Cursa Pineda De Mar,Pineda de Mar,10k,Asfalto,No,Sí,Sí,https://gesport.cat/curses/,
Junio,07/06,Cursa Memorial Ramon Oliu,Cantonigròs,10k,Mixta,No,Sí,No,http://cursaramonoliu.cat/,
Junio,07/06,Els 10 De Santa,Santa Perpètua de Mogoda,10k,Mixta,No,Sí,Sí,https://www.staperpetua.cat/ajuntament/plans-campanyes-i-programes/els-10-de-santa.html,
Junio,07/06,Carrera Km contra el cáncer Sant Cugat,Sant Cugat del Vallès,5k ,Asfalto,No,Sí,No,https://barcelonaenmarxa.org/es/#calendari,
Junio,13/06,Cursa Antiracista Barcelona,Barcelona,5k,Asfalto,No,Sí,Sí,https://cursaantiracista.com/,
Junio,13/06,10.000 I 5.000 La Sénia,La Sénia,10k y 5k,Asfalto,Sí,Sí,No,https://www.runningseries.net/calendari/,
Junio,13/06,Cursa De La Guineu,Vilanova de Bellpuig,10k y 5k,Mixta,No,Sí,No,https://cursaguineu.cat/,
Junio,14/06,La Cursa dels 150 anys,El Prat de Llobregat,5k,Asfalto,No,Sí,Sí,https://cursa150.estrelladamm.com/,
Junio,14/06,Cursa Del Foc,Olesa de Montserrat,10k y 5k,Asfalto,Sí,Sí,Sí,https://www.cursadelfoc.cat/,
Junio,14/06,Just Urban Trail,Sant Just Desvern,"3,2k",Mixta,No,Sí,No,https://trailbarcelona.com/ca/justurbantrail,
Junio,14/06,Cursa Rotary Banyoles,Banyoles,"6,4k",Asfalto,No,Sí,No,https://www.instagram.com/p/DVu6ECkCOSP/,
Junio,14/06,Cursa Roc Blanc,Terrassa,"5,2k",Asfalto,No,Sí,No,https://ceterrassa.cat/barris/,
Junio,14/06,Cursa del Secà d'Alcano,Alcanó,10k y 5k,Mixta,No,Sí,No,https://cursadelsecadalcano.com/,
Junio,14/06,Pujada a Miramar,Valls,15k,Mixta,No,Sí,No,https://www.aaeet.com/wp/?page_id=1299,
Junio,20/06,Cursa Nocturna Cornellà Running 1900,Cornellà de Llobregat,5k,Asfalto,No,Sí,Sí,https://www.corresolidaris.org/cursa-nocturna-cornella/,
Junio,20/06,Cursa Estiu Premià,Premià de Mar,10k y 5k,Mixta,No,Sí,Sí,https://premiademar.cat/cursadestiu,
Junio,20/06,Milla Urbana Badalona,Badalona,Milla,Asfalto,Sí,Sí,No,https://gesport.cat/2026-milla-urbana-badalona/,
Junio,20/06,Milla Urbana Canet de Mar,Canet de Mar,Milla,Asfalto,Sí,Sí,No,https://fcatletisme.cat/event/10a-milla-urbana-de-canet-de-mar/,
Junio,20/06,Cursa Vinyes Del Mig,Bell-lloc d'Urgell,10k y 5k,Mixta,No,Sí,No,https://sites.google.com/view/cursavinyesdelmig,
Junio,21/06,La Cursiva,Badalona,5k,Asfalto,No,Sí,Sí,https://www.instagram.com/lacima_club/,
Junio,21/06,Cursa Ciutat Cooperativa,Sant Boi de Llobregat,10k y 5k,Asfalto,No,Sí,Sí,https://www.instagram.com/runners_cooperativa/,
Junio,21/06,Cursa Solidària PN i GU L'Hospitalet,L'Hospitalet de Llob.,"5,5k",Mixta,No,Sí,Sí,https://www.ipacatalunya.org/cursa-per-la-paralisi-cerebal-ruta-091-hospitalet/,
Junio,21/06,Cursa Aquopolis Costa Daurada,Vila-seca,5k,Asfalto,No,Sí,No,https://www.athleticevents.net/cursa/11a-cursa-solidaria-aquopolis-costa-daurada-la-pineda-platja-529?fbclid=IwY2xjawR4-eVleHRuA2FlbQIxMABicmlkETFmRmhvdk5lUGI1bFRnckM3c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHqUNfSw0o5woBzklRrKweNWI7JCXYLwPNYI3iV4pCcXA0Pss57wCE86xAkgC_aem_ac1RlNTxsLaVtOFhkI5I8A,
Junio,24/06,Cros de Sant Joan,El Prat de Lluçanès,6k,Mixta,No,Sí,No,https://www.instagram.com/crossantjoan/,
Junio,28/06,Pujada a les Dues Pedres,Santa Coloma de Gramenet,10k y 5k,Mixta,Sí,Sí,Sí,https://uca.cat/33-pujada-a-les-dues-pedres-informacio-inscripcions/,https://wp.me/pNuBu-o1K
Junio,28/06,Milla Urbana de Sant Pere,Palau-solità i Plegamans,"1,6k",Asfalto,Sí,Sí,No,https://www.instagram.com/millaurbanasantpere/,
Junio,28/06,Cursa Popular del Gornal,L'Hospitalet de Llob.,Por confirmar,Asfalto,Sí,Sí,No,https://www.instagram.com/millaurbanasantpere/,
Junio,28/06,La Cogullada,Terrassa,"5,3k",Asfalto,No,Sí,No,https://ceterrassa.cat/barris/,
Julio,01/07,Els 7 Portals,Vic,5k,Asfalt,No,Sí,No,https://www.vic.cat/serveis/esports/esdeveniments/cursa-nocturna-els-7-portals-1,
Julio,04/07,Cursa Dani Vilassar,Vilassar de Mar,10k y 5k,Asfalto,No,Sí,Sí,https://danievents.cat/,
Julio,04/07,Cursa Lo Balcó Del Delta,Camarles,10k y 5k,Asfalto,No,Sí,No,https://www.runningseries.net/calendari/,
Julio,04/07,Cursa Nectarina Atlètica,Alcarràs,"10k y 5,5k",Mixta,No,Sí,No,https://www.instagram.com/nectarinaatletica/,
Julio,04/07,Cros De Carme,Carme,"5,5k",Mixta,No,Sí,No,https://www.instagram.com/cross_de_carme/,
Julio,04/07,Cursa Festa Major Terrassa,Terrassa,6k,Asfalto,No,Sí,No,https://ceterrassa.cat/cursa-festa-major/,
Julio,05/07,Cursa Pallejà,Pallejà,10k y 5k,Asfalto,No,Sí,Sí,https://cursadepalleja.es/,
Julio,05/07,Miilla Urbana Arenys de Mar,Arenys de Mar,Milla,Asfalto,No,Sí,No,https://gesport.cat/formulari/milla-urbana-arenys-de-mar-2026/,
Julio,10/07,Cursa de la Dona Riudoms,Riudoms,5k,Asfalto,No,Sí,No,https://webtretzesports.wixsite.com/cursadonariudoms,
Julio,10/07,La Gurrinada,Santa Maria de Martorelles,12k,Mixta,No,Sí,Sí,https://lagurrinada.com/,
Julio,11/07,Sansi Viladecans,Viladecans,5k,Asfalto,Sí,Sí,Sí,https://www.lasansi.com/es/sansi-viladecans,
Julio,11/07,Cursa Dels Firals,Bellvís,"10k y 5,5k",Mixta,No,Sí,No,https://cursadelsfirals.cat/#about,
Julio,11/07,Cursa Ca n'Anglada,Terrassa,5k,Asfalto,No,Sí,No,https://ceterrassa.cat/barris/,
Julio,11/07,Cursa La Plana,Vila-seca,5k,Asfalto,No,Sí,No,https://www.runnersvilaseca.com/cursalaplana,
Julio,12/07,Cursa Llafranc · Pujada al Far de Sant Sebastià,Palafrugell,10k,Mixta,No,Sí,No,https://www.capalafrugell.cat/llafranc/,
Julio,17/07,Milla Urbana barri de Covadonga,Sabadell,Milla,Asfalto,No,Sí,No,https://www.instagram.com/avcovadonga/,
Julio,18/07,La Ultraplana de la Barquera,Roda de Berà,5k,Asfalto,No,Sí,No,https://www.athleticevents.net/reglament/cursa-popular-la-ultraplana-de-la-barquera-2026-530,
Julio,18/07,Cursa Solidària La Granada,La Granada,15k y 7k,Mixta,No,Sí,No,https://www.instagram.com/cursasolidarialagranada/,
Julio,18/07,Cursa Nocturna de Vilafant,Vilafant,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/la.nocturna.de.vilafant/,
Julio,19/07,Cursa Poble Sec,Barcelona,10k y 5k,Asfalto,No,Sí,Sí,http://www.carunning.net/,
Julio,19/07,Cursa Popular El Vendrell,El Vendrell,6k,Asfalto,No,Sí,No,https://www.runnerselvendrell.cat/?page_id=3597,
Julio,23/07,La Jau-Meta Run,Montroig del Camp,5k,Mixta,No,Sí,No,https://webtretzesports.wixsite.com/jau-meta-run,
Julio,23/07,Cros de Sant Jaume,Sant Pere de Ribes,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/p/Da41FB2IrN6/?igsh=MTBnZmxrOTA0ZDJ4NA%3D%3D,
Julio,24/07,Nocturna de Sant Jaume,Reus,10k,Mixta,No,Sí,No,https://webtretzesports.wixsite.com/nocturnasantjaume,
Julio,24/07,Cursa del Cor,Gironella,5k,Asfalto,No,Sí,No,https://web.rockthesport.com/es/event/cursa-del-cor-47a-cursa-sant-jaume-gironella-memorial-quim-raich,
Julio,25/07,Cursa de l'Àngel d'Almenar,Almenar,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/paeriaalmenaresports/?igshid=OGQ5ZDc2ODk2ZA%3D%3D,
Julio,25/07,Cursa Popular de Santa Cristina d’Aro,Santa Cristina d’Aro,10k y 5k,Mixta,No,Sí,No,https://cursasantacristinadaro.wordpress.com/,
Julio,25/07,La Prèvia de Tona,Tona,5k,Asfalto,No,Sí,No,https://www.instagram.com/lapreviadetona/,
Julio,25/07,Cursa Nocturna Cunit,Cunit,5k,Asfalto,No,Sí,No,https://transtriatlon.com/#/eventos,
Julio,25/07,Milla de Parets del Vallès,Parets del Vallès,Milla,Asfalto,No,Sí,No,https://www.instagram.com/p/Daql-3EIkn5/?hl=es,
Julio,26/07,Cursa L'Hospitalet de l'Infant,L'Hospitalet de l'Infant,5k,Asfalto,No,Sí,No,https://webtretzesports.wixsite.com/cursahospitalet,
Julio,28/07,Cursa Les Santes Mataró,Mataró,"5,5k",Asfalto,No,Sí,Sí,https://www.lessantes.cat/agenda-cultura/2026-46a-cursa-popular-les-santes,
Agosto,01/08,Cursa L'Espluga De Francolí,L'Espluga de Francolí,10k y 5k,Asfalto,No,Sí,No,https://caesplugui.cat/cursa-atletica/,
Agosto,01/08,Cros Vila de Torredembarra,Torredembarra,"6,5k y 3,2k",Asfalto,No,Sí,No,https://web.rockthesport.com/es/event/48e-cros-popular-vila-de-torredembarra-2026,
Agosto,01/08,Era Nocturna Vielha,Vielha,10k y 5k,Asfalto,No,Sí,No,https://www.nocturnadevielha.com/,
Agosto,01/08,Cursa Popular La Garriga,La Garriga,"4,2k",Mixta,No,Sí,Sí,https://www.championchip.cat/web/wp-content/uploads/2026/06/Reglament-44-%C2%AA-cursa-popular-2026.pdf,
Agosto,01/08,Cursa d'Age,Puigcerdà,8k,Mixta,No,Sí,No,https://www.puigcerda.cat/ca/serveis/esports/43-cursa-popular-d-age-2026/,
Agosto,02/08,Cursa Popular Bagà,Bagà,8k,Mixta,No,Sí,No,https://www.atletismebaga.cat/category/curses/cursa-popular/,
Agosto,02/08,Cursa Campi qui Pugui,El Papiolet,10k,Mixta,No,Sí,No,https://www.athleticevents.net/cursa/20a-cursa-campi-qui-pugui-del-papiolet-528,
Agosto,02/08,Font Run,Mediona,10k y 5k,Mixta,No,Sí,No,https://www.athleticevents.net/cursa/20a-cursa-campi-qui-pugui-del-papiolet-528,
Agosto,05/08,Cursa Popular Argentona,Argentona,5k,Asfalto,No,Sí,No,https://argentona.cat/document.php?id=63719,
Agosto,08/08,Milla Popular Sant Feliu de Guíxols,Sant Feliu de Guíxols,Milla,Asfalto,No,Sí,No,https://curses.cat/millasantfeliu2026/,
Agosto,08/08,Cursa del Seguici,Tarragona,5k,Asfalto,No,Sí,No,https://alliberadrenalina.com/cursa_seguici_tgn/,
Agosto,08/08,Cursa Festa Major Roda de Berà,Roda de Berà,"7,6k",Mixta,No,Sí,No,https://festamajorcursarodadebera.webnode.es/,
Agosto,09/08,Cursa Popular Amer,Amer,12k y 6k,Mixta,No,Sí,No,https://curses.cat/amer2026/,
Agosto,09/08,Cursa Popular Baltarga,Baltarga,5k,Mixta,No,Sí,No,https://esportsbellver.org/,
Agosto,11/08,Cursa Èric,Vimbodí,"6k y 3,2k",Mixta,No,Sí,No,https://www.instagram.com/somdepoblevmb,
Agosto,15/08,Cursa Festa Major Manlleu,Manlleu,5k,Mixta,No,Sí,No,https://www.olimpicmanlleu.cat/cursa-de-la-festa-major/,
Agosto,15/08,La nit de Sant Bonós,Blanes,8k,Asfalto,No,Sí,No,https://www.blanes.cat/docweb/caminadapopularnitdesantbonos,
Agosto,15/08,Milla Urbana de Prades,Prades,Milla,Asfalto,No,Sí,No,https://www.instagram.com/pradesturisme/,
Agosto,18/08,Cursa Popular Tamariu-Palafrugell-Tamariu,Palafrugell,"10,8k",Mixta,No,Sí,No,https://www.curses.cat/tamariu2026/,
Agosto,20/08,Cursa Popular Salomó,Salomó,Por confirmar,Por confirmar,No,Sí,No,https://www.instagram.com/p/DcQYTB5smOI/,
Agosto,21/08,Cursa del gos de Massoteres,Massoteres,10k,Mixta,No,Sí,No,https://www.instagram.com/joventut_massoteres/,
Agosto,22/08,Cursa del Blat de Moro,Cabanes,10k,Mixta,No,Sí,No,https://www.instagram.com/cursablatdemoro/,
Agosto,23/08,Cursa Festa Major Castellbisbal,Castellbisbal,"6,3k",Asfalto,No,Sí,No,https://www.mindundisteam.com/,
Agosto,24/08,Funimetrada Gelida,Gelida,"1,6k",Asfalto,No,Sí,No,https://web.rockthesport.com/es/event/funimetrada-gelida-2026,
Agosto,25/08,Cursa d'en Jaumet,Sant Hilari Sacalm,5k,Asfalto,No,Sí,No,https://www.santhilari.cat/agenda/cursa-den-jaumet/,
Agosto,26/08,Cursa Solidària de Santa Rosalía,Torredembarra,"3,2k",Asfalto,No,Sí,No,https://www.athleticevents.net/cursa/3a-cursa-solidaria-de-santa-rosalia-torredembarra-533,
Agosto,28/08,Cursa Popular Rodonyà,Rodonyà,"2,6k",Asfalto,No,Sí,No,https://www.instagram.com/comissiorodonya/,
Agosto,29/08,Cursa Pedestre Móra d´Ebre,Mora d'Ebre,1k,Asfalto,No,Sí,No,https://picossatrail.cat/cursa-pedestre/,
Agosto,29/08,Cursa Tossal de les Tenalles,Sidamon,10k y 5k,Mixta,No,Sí,No,https://www.cursatossaldelestenalles.cat/,
Agosto,29/08,Cursa La Farga,Barcelona,2k,Asfalto,No,Sí,Sí,https://www.corresolidaris.org/cursa-placa-la-farga/,
Agosto,29/08,Cursa Festa Major Matadepera,Matadepera,"6,5k",Mixta,No,Sí,No,https://www.instagram.com/cursafestamajormatadepera,
Agosto,29/08,Cursa Festa Major Dosrius,Dosrius,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/p/DcS3RUcDetN/,
Agosto,30/08,Cursa Festa Major Sants,Barcelona,2k,Asfalto,No,Sí,Sí,https://aacatalunya.net/cursa-xvii-festa-major-sants/,
Agosto,30/08,Cursa Festa Major Ripollet,Ripollet,10k y 5k,Asfalto,No,Sí,Sí,https://www.ripolletua.com/,
Agosto,30/08,Cursa Maria Víctor,Palau-Solità i Plegamans,"6,9k",Mixta,No,Sí,No,https://sportmaniacs.com/ca/services/inscription/45a-cursa-popular-maria-victor-2026,
Agosto,30/08,Mini-marató Calella de Palafrugell,Palafrugell,"8,8k",Mixta,No,Sí,No,https://www.capalafrugell.cat/mini-marato-calella-de-palafrugell/,
Agosto,30/08,Social Run Gimenells,Gimenells,10k y 5k,Mixta,No,Sí,No,https://www.instagram.com/socialrungimenells/,
Septiembre,05/09,Cursa Festa Major Santa Coloma,Santa Coloma de Gramenet,5k,Asfalto,No,Sí,Sí,https://esportsgramenet.cat/cursafestamajor,
Septiembre,05/09,Cursa Festa Major Santa Perpètua,Santa Perpètua de la Mogoda,5k,Mixta,No,Sí,No,https://www.championchip.cat/web/wp-content/uploads/2026/07/REGLAMENT-11%C2%AA-CURSA-FESTA-MAJOR-2026.pdf,
Septiembre,05/09,Cursa 'Parlem del suïcidi',Avinyonet de Puigventós,9k,Mixta,No,Sí,No,https://tdssuicidio.com/,
